segment_id,system_type,corridor_name,district,pipe_material,diameter_inches,length_ft,depth_ft,install_year,asset_age_years,condition_score,breaks_last_5yr,soil_corrosivity,capacity_utilization_pct,criticality_class,estimated_replacement_cost_usd,last_inspection_date,inspection_method,lat,lon
PIPE-0514,Water,Eagle Rd,West Boise,Ductile Iron,4,2444,4.9,1995,31,73,2,0.5,,Medium,513069,2025-05-17,Visual,43.616383,-116.354465
PIPE-0515,Sewer,Boise Ave,East Bench,Orangeburg,48,1445,18.9,1958,68,28,1,0.45,72.6,Medium,1200295,2025-05-08,Smoke Test,43.599745,-116.175
PIPE-0516,Water,Overland Rd,Southeast,PVC,8,430,3.7,1982,44,70,1,0.55,,Critical,90897,2024-07-27,Ultrasonic,43.585576,-116.157067
PIPE-0517,Pressurized Irrigation,State St,West Boise,PVC PR-SDR,12,906,4.4,2002,24,76,0,0.5,42.6,High,101337,2025-04-01,Pressure Test,43.637917,-116.28997
PIPE-0518,Water,Myrtle St,Downtown,Cast Iron,24,2287,6.9,1932,94,5,9,0.78,,High,746717,2025-03-21,Acoustic Leak Detection,43.60535,-116.193052
PIPE-0519,Water,Boise Ave,East Bench,Cast Iron,30,957,4.6,1959,67,25,9,0.45,,High,143342,2024-10-04,Acoustic Leak Detection,43.599432,-116.155941
PIPE-0520,Water,Harrison Blvd,North End,Asbestos Cement,8,221,3.5,1963,63,29,3,0.72,,Medium,45094,2023-11-19,Visual,43.647378,-116.198197
PIPE-0521,Water,Eisenman Rd,Southeast,PVC,10,1431,6.6,1985,41,96,0,0.55,,Medium,285734,2023-01-22,Visual,43.54,-116.167325
PIPE-0522,Sewer,Ten Mile Rd,West Boise,PVC,42,383,21.7,1991,35,91,0,0.5,44.6,Critical,177286,2024-06-28,Manhole Inspection,43.6,-116.317872
PIPE-0523,Water,Overland Rd,Southeast,Asbestos Cement,20,2068,4.7,1965,61,20,6,0.55,,High,712425,2023-01-20,Visual,43.5855,-116.2
PIPE-0524,Water,Gowen Rd,Southeast,PVC,16,1976,4.0,1994,32,74,0,0.55,,Low,420118,2025-02-06,Visual,43.542274,-116.120879
PIPE-0525,Water,Warm Springs Ave,East Bench,Cast Iron,6,1744,6.8,1925,101,5,9,0.45,,Medium,452460,2024-05-04,Pressure Test,43.610877,-116.175
PIPE-0526,Sewer,Ustick Rd,West Boise,PVC,6,899,21.1,1991,35,82,0,0.5,49.9,High,333801,2023-01-16,Smoke Test,43.631908,-116.27985
PIPE-0527,Stormwater,I-184 Corridor,Downtown,Concrete,42,1295,6.0,1964,62,52,1,0.78,19.7,Medium,608695,2024-05-17,Dye Test,43.606317,-116.195966
PIPE-0528,Water,Orchard St,Southwest,Asbestos Cement,12,556,4.3,1969,57,36,0,0.6,,Medium,186323,2023-02-27,Acoustic Leak Detection,43.6,-116.232561
PIPE-0529,Sewer,Eisenman Rd,Southeast,PVC,48,758,22.8,2017,9,100,0,0.55,42.9,Medium,732119,2023-12-27,Smoke Test,43.548372,-116.16991
PIPE-0530,Sewer,Eagle Rd,West Boise,PVC,42,373,22.6,2018,8,93,0,0.5,22.7,High,308825,2023-10-18,Smoke Test,43.63359,-116.351212
PIPE-0531,Sewer,Broadway Ave,Southeast,Orangeburg,18,1223,10.8,1962,64,25,2,0.55,20.7,Low,508664,2023-01-12,CCTV,43.594538,-116.185895
PIPE-0532,Stormwater,Fairview Ave,West Boise,Reinforced Concrete Box,12,1657,7.2,2016,10,94,0,0.5,15.3,Medium,235049,2025-01-22,Dye Test,43.613035,-116.298172
PIPE-0533,Water,9th St,Downtown,Cast Iron,4,837,4.9,1956,70,5,5,0.78,,Medium,143022,2025-02-19,Pressure Test,43.626,-116.200499
PIPE-0534,Water,Eisenman Rd,Southeast,PVC,16,1012,3.5,1985,41,84,0,0.55,,High,294553,2023-03-07,Ultrasonic,43.54,-116.171291
PIPE-0535,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,6,1530,4.6,2015,11,88,0,0.5,81.3,Medium,67589,2025-11-05,Visual,43.635087,-116.314318
PIPE-0536,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,8,1959,4.4,2014,12,92,0,0.55,75.6,Low,116263,2024-06-11,Visual,43.545859,-116.139005
PIPE-0537,Sewer,Eagle Rd,West Boise,PVC,12,2141,15.0,2012,14,100,0,0.5,26.8,Critical,757466,2024-11-04,Smoke Test,43.641517,-116.35214
PIPE-0538,Stormwater,Victory Rd,Southwest,Concrete,72,1017,10.6,1956,70,69,0,0.6,62.7,High,446714,2024-05-30,Flow Monitoring,43.567546,-116.315924
PIPE-0539,Stormwater,Overland Rd,Southeast,Concrete,42,1211,11.9,1977,49,75,1,0.55,71.8,Low,182104,2023-11-19,Flow Monitoring,43.586919,-116.2
PIPE-0540,Sewer,Parkcenter Blvd,East Bench,Concrete,8,255,12.2,1962,64,54,1,0.45,55.9,Medium,76719,2025-06-07,CCTV,43.611637,-116.175
PIPE-0541,Water,Jefferson St,Downtown,Cast Iron,36,692,6.5,1965,61,19,10,0.78,,High,126917,2024-10-15,Visual,43.613246,-116.175
PIPE-0542,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,6,1912,4.9,1997,29,100,0,0.55,71.1,Critical,219800,2023-07-28,Pressure Test,43.543303,-116.177798
PIPE-0543,Water,Broadway Ave,Downtown,Asbestos Cement,8,1386,6.2,1972,54,39,2,0.78,,Low,323053,2023-10-08,Ultrasonic,43.6,-116.187603
PIPE-0544,Sewer,Milwaukee St,Southeast,Vitrified Clay,12,953,5.2,1972,54,27,4,0.55,44.9,Medium,369984,2024-06-01,CCTV,43.54,-116.2
PIPE-0545,Water,Broadway Ave,Downtown,Ductile Iron,4,2385,3.6,1969,57,50,1,0.78,,Medium,531939,2025-11-30,Pressure Test,43.6,-116.190765
PIPE-0546,Water,Chinden Blvd,West Boise,Ductile Iron,16,540,4.1,2008,18,76,2,0.5,,Low,209273,2024-05-09,Visual,43.655,-116.279281
PIPE-0547,Water,Eastman St,North End,Cast Iron,30,635,6.8,1926,100,5,4,0.72,,High,132664,2023-09-15,Visual,43.642336,-116.187951
PIPE-0548,Stormwater,Amity Rd,Southwest,Concrete,42,1709,12.8,1999,27,77,0,0.6,30.9,Medium,306127,2024-12-04,Dye Test,43.55089,-116.276679
PIPE-0549,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,6,484,4.3,2012,14,99,0,0.5,39.7,Medium,20229,2025-04-21,Pressure Test,43.6,-116.316442
PIPE-0550,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,4,741,4.9,2022,4,88,0,0.5,56.0,Low,43488,2024-10-14,Visual,43.6,-116.318498
PIPE-0551,Stormwater,Ustick Rd,West Boise,HDPE,48,868,6.2,2021,5,88,0,0.5,27.2,Medium,295156,2023-08-05,Visual,43.631844,-116.301687
PIPE-0552,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,6,298,4.2,2022,4,78,0,0.55,45.8,Low,22994,2024-08-30,Pressure Test,43.54136,-116.167169
PIPE-0553,Water,Federal Way,East Bench,Ductile Iron,6,1566,6.7,1977,49,37,1,0.45,,Low,286653,2024-03-25,Pressure Test,43.59471,-116.124134
PIPE-0554,Sewer,Vista Ave,Southeast,Vitrified Clay,15,2244,19.2,1961,65,23,4,0.55,45.5,Medium,390025,2023-03-29,CCTV,43.587939,-116.2
PIPE-0555,Sewer,9th St,Downtown,Concrete,21,1340,20.4,1961,65,46,0,0.78,76.3,High,832417,2024-07-17,Flow Monitoring,43.6,-116.200062
PIPE-0556,Sewer,Gowen Rd,Southeast,PVC,24,2406,12.7,2020,6,90,0,0.55,49.4,High,1234911,2025-11-27,Smoke Test,43.543203,-116.155402
PIPE-0557,Pressurized Irrigation,Gowen Rd,Southeast,PVC PR-SDR,12,2141,4.7,2004,22,86,0,0.55,33.0,Medium,286603,2023-07-24,Visual,43.545746,-116.124328
PIPE-0558,Sewer,Hill Rd,North End,Vitrified Clay,6,764,19.7,1939,87,5,7,0.72,94.1,Medium,89213,2025-01-13,CCTV,43.657703,-116.199338
PIPE-0559,Stormwater,Harrison Blvd,North End,Concrete,18,523,12.2,1948,78,65,2,0.72,45.0,Low,148277,2023-06-07,CCTV,43.626,-116.202925
PIPE-0560,Sewer,Federal Way,East Bench,Concrete,10,445,15.1,1962,64,51,0,0.45,63.3,Low,188398,2023-02-09,Manhole Inspection,43.599287,-116.175
PIPE-0561,Stormwater,Boise Ave,East Bench,Concrete,18,1313,5.5,1982,44,71,1,0.45,42.9,Low,312562,2023-04-18,Dye Test,43.602839,-116.17028
PIPE-0562,Stormwater,Eisenman Rd,Southeast,Concrete,42,875,4.3,2010,16,76,1,0.55,56.2,High,175411,2024-09-25,CCTV,43.54,-116.170771
PIPE-0563,Water,Parkcenter Blvd,East Bench,Ductile Iron,30,1026,4.1,1967,59,58,3,0.45,,Critical,463522,2023-12-03,Pressure Test,43.608071,-116.175
PIPE-0564,Sewer,Milwaukee St,Southeast,PVC,12,1488,19.1,1987,39,79,0,0.55,73.0,Medium,208916,2023-10-12,Flow Monitoring,43.585147,-116.2
PIPE-0565,Water,Fairview Ave,West Boise,PVC,12,860,6.5,1987,39,78,0,0.5,,Low,256295,2023-01-10,Pressure Test,43.613909,-116.297952
PIPE-0566,Water,Victory Rd,Southeast,Asbestos Cement,16,1391,4.7,1963,63,33,3,0.55,,Medium,212471,2023-02-18,Acoustic Leak Detection,43.569162,-116.166524
PIPE-0567,Sewer,Main St,Downtown,Vitrified Clay,15,2441,15.0,1934,92,5,1,0.78,41.5,Critical,338612,2023-05-04,Manhole Inspection,43.617205,-116.176209
PIPE-0568,Water,Maple Grove Rd,Southwest,Ductile Iron,24,775,5.0,1971,55,47,1,0.6,,High,260669,2024-02-29,Pressure Test,43.6,-116.27317
PIPE-0569,Water,Myrtle St,Downtown,Asbestos Cement,30,2043,5.7,1951,75,32,5,0.78,,High,459664,2025-01-12,Ultrasonic,43.605577,-116.175
PIPE-0570,Water,Idaho St,Downtown,Cast Iron,20,2093,4.9,1939,87,5,12,0.78,,High,333949,2023-09-02,Pressure Test,43.615015,-116.214085
PIPE-0571,Water,Idaho St,Downtown,Cast Iron,16,2191,3.5,1945,81,7,4,0.78,,Low,292724,2025-07-28,Pressure Test,43.612276,-116.182697
PIPE-0572,Stormwater,Victory Rd,Southwest,Concrete,24,421,6.0,1985,41,74,0,0.6,94.9,Medium,43242,2023-07-27,Visual,43.568269,-116.318165
PIPE-0573,Water,Eagle Rd,West Boise,Ductile Iron,8,420,4.4,2001,25,68,0,0.5,,Low,71390,2023-12-07,Ultrasonic,43.6,-116.35159
PIPE-0574,Stormwater,Main St,Downtown,Concrete,72,1013,14.8,1960,66,59,0,0.78,54.6,High,340759,2025-02-03,Dye Test,43.612467,-116.186563
PIPE-0575,Water,Boise Ave,East Bench,Cast Iron,20,1276,4.8,1962,64,15,6,0.45,,High,540736,2022-11-10,Visual,43.600124,-116.175
PIPE-0576,Sewer,Ustick Rd,West Boise,PVC,12,1625,24.1,2009,17,88,0,0.5,36.2,Medium,362027,2023-05-14,Flow Monitoring,43.631259,-116.324707
PIPE-0577,Water,Gowen Rd,Southeast,Ductile Iron,16,2421,4.3,2007,19,78,0,0.55,,Medium,621598,2023-06-21,Pressure Test,43.542555,-116.120074
PIPE-0578,Pressurized Irrigation,Franklin Rd,West Boise,HDPE,4,558,3.7,2012,14,93,0,0.5,46.6,Medium,37680,2025-09-27,Flow Monitoring,43.608836,-116.321695
PIPE-0579,Water,Gowen Rd,Southeast,Ductile Iron,10,2062,6.4,1998,28,81,1,0.55,,Medium,397862,2023-10-27,Visual,43.54331,-116.18884
PIPE-0580,Water,Overland Rd,Southwest,Ductile Iron,12,1283,6.6,1973,53,49,3,0.6,,Medium,113958,2024-02-21,Pressure Test,43.586844,-116.237786
PIPE-0581,Pressurized Irrigation,Amity Rd,Southwest,PVC PR-SDR,10,1190,4.8,2011,15,93,0,0.6,37.3,Medium,134335,2024-02-20,Visual,43.553334,-116.283691
PIPE-0582,Water,Eisenman Rd,Southeast,Ductile Iron,6,717,6.1,1999,27,77,0,0.55,,Medium,134805,2025-01-23,Acoustic Leak Detection,43.550341,-116.169211
PIPE-0583,Sewer,McMillan Rd,West Boise,PVC,8,1766,17.7,2019,7,90,0,0.5,35.7,Low,293258,2023-10-20,Manhole Inspection,43.640152,-116.291266
PIPE-0584,Water,Eagle Rd,West Boise,Ductile Iron,12,539,5.6,1988,38,76,0,0.5,,High,129840,2023-02-24,Pressure Test,43.655,-116.353235
PIPE-0585,Water,Hill Rd,North End,Cast Iron,6,2211,4.9,1950,76,24,5,0.72,,Medium,580570,2024-12-02,Acoustic Leak Detection,43.661773,-116.2219
PIPE-0586,Sewer,9th St,Downtown,Concrete,18,2182,15.4,1946,80,43,4,0.78,58.6,High,809457,2023-11-16,CCTV,43.626,-116.1984
PIPE-0587,Sewer,Hill Rd,North End,Vitrified Clay,18,767,10.4,1926,100,5,5,0.72,75.3,Medium,290161,2023-01-18,Flow Monitoring,43.658319,-116.19678
PIPE-0588,Water,Fort St,North End,Cast Iron,8,1010,4.1,1941,85,5,8,0.72,,Low,145876,2023-07-19,Pressure Test,43.639122,-116.174015
PIPE-0589,Pressurized Irrigation,McMillan Rd,West Boise,PVC PR-SDR,4,1768,2.9,2012,14,100,0,0.5,56.2,Low,97123,2022-12-12,Flow Monitoring,43.642576,-116.304629
PIPE-0590,Water,Milwaukee St,Southeast,Asbestos Cement,6,936,3.7,1956,70,5,4,0.55,,Low,91458,2024-09-21,Ultrasonic,43.589723,-116.2
PIPE-0591,Pressurized Irrigation,Cloverdale Rd,West Boise,PVC PR-SDR,8,1152,3.2,2018,8,100,0,0.5,38.2,Low,48894,2023-07-23,Valve Inspection,43.624931,-116.336686
PIPE-0592,Sewer,Boise Ave,East Bench,Vitrified Clay,12,1007,10.5,1975,51,42,2,0.45,62.4,Critical,338823,2025-11-23,Flow Monitoring,43.597298,-116.172485
PIPE-0593,Sewer,Federal Way,East Bench,Vitrified Clay,21,351,17.9,1963,63,21,3,0.45,53.5,Medium,173538,2022-10-20,Manhole Inspection,43.599375,-116.124557
PIPE-0594,Water,Cole Rd,Southwest,Cast Iron,20,1422,6.4,1958,68,23,5,0.6,,Critical,435272,2024-02-10,Ultrasonic,43.587717,-116.256273
PIPE-0595,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,4,982,4.2,1998,28,90,0,0.5,53.9,Medium,33793,2024-06-10,Flow Monitoring,43.617345,-116.270017
PIPE-0596,Sewer,Ten Mile Rd,West Boise,PVC,15,897,11.4,2009,17,90,0,0.5,61.6,Medium,447986,2024-07-28,Flow Monitoring,43.648989,-116.315499
PIPE-0597,Water,Eagle Rd,West Boise,PVC,12,1518,3.4,2016,10,95,0,0.5,,Low,463895,2025-07-02,Ultrasonic,43.646812,-116.354104
PIPE-0598,Stormwater,Bannock St,Downtown,Concrete,12,1085,12.8,1938,88,47,0,0.78,76.2,Medium,259784,2023-02-03,CCTV,43.612809,-116.209195
PIPE-0599,Pressurized Irrigation,Amity Rd,Southwest,PVC C900,8,1779,3.2,2000,26,92,0,0.6,42.8,High,174277,2025-04-27,Pressure Test,43.55585,-116.245571
PIPE-0600,Sewer,Bogus Basin Rd,North End,Vitrified Clay,24,966,12.0,1926,100,5,6,0.72,80.3,Medium,242817,2023-06-13,Manhole Inspection,43.65567,-116.19595
PIPE-0601,Stormwater,Maple Grove Rd,Southwest,Corrugated Metal,12,1766,10.1,1961,65,17,5,0.6,40.7,Low,334516,2024-09-09,CCTV,43.59356,-116.276464
PIPE-0602,Water,Bannock St,Downtown,Cast Iron,36,1290,4.1,1927,99,5,14,0.78,,High,412872,2024-12-17,Visual,43.611433,-116.197429
PIPE-0603,Water,Vista Ave,Southeast,Ductile Iron,36,1379,5.0,1973,53,67,2,0.55,,Critical,770387,2023-05-15,Visual,43.593711,-116.2
PIPE-0604,Sewer,Main St,Downtown,Vitrified Clay,21,1568,8.4,1955,71,11,3,0.78,74.2,Medium,576562,2025-09-01,CCTV,43.612125,-116.175
PIPE-0605,Sewer,Amity Rd,Southwest,PVC,12,2351,7.0,2003,23,70,0,0.6,33.9,High,564974,2023-05-08,CCTV,43.553019,-116.254601
PIPE-0606,Water,Vista Ave,Southeast,Ductile Iron,16,2321,6.6,1974,52,71,3,0.55,,Medium,719074,2025-02-15,Pressure Test,43.595,-116.2
PIPE-0607,Water,Cole Rd,Southwest,Cast Iron,10,1964,3.8,1956,70,28,3,0.6,,Low,584916,2022-12-19,Visual,43.560754,-116.254534
PIPE-0608,Pressurized Irrigation,Ustick Rd,West Boise,PVC C900,8,1556,3.8,2022,4,90,0,0.5,51.7,Low,123307,2023-12-23,Flow Monitoring,43.632346,-116.306616
PIPE-0609,Water,9th St,Downtown,Cast Iron,24,802,6.9,1925,101,5,8,0.78,,High,172148,2025-03-25,Acoustic Leak Detection,43.610305,-116.201099
PIPE-0610,Sewer,Cole Rd,Southwest,Concrete,6,1962,7.8,1974,52,64,1,0.6,53.5,Low,777728,2025-02-13,Smoke Test,43.56018,-116.253995
PIPE-0611,Water,Eisenman Rd,Southeast,PVC,6,1391,4.4,2022,4,93,0,0.55,,Medium,389025,2022-10-05,Ultrasonic,43.54,-116.170161
PIPE-0612,Pressurized Irrigation,Ten Mile Rd,West Boise,PVC PR-SDR,8,770,2.7,2021,5,86,0,0.5,72.0,Low,55126,2023-06-22,Pressure Test,43.629666,-116.317803
PIPE-0613,Water,Jefferson St,Downtown,Cast Iron,24,1483,4.4,1958,68,17,5,0.78,,Critical,412546,2025-02-18,Pressure Test,43.616023,-116.186187
PIPE-0614,Water,Bogus Basin Rd,North End,Asbestos Cement,30,1728,5.3,1962,64,23,5,0.72,,High,502404,2025-08-13,Acoustic Leak Detection,43.650091,-116.193269
PIPE-0615,Sewer,Bannock St,Downtown,Concrete,42,638,14.6,1942,84,52,2,0.78,68.4,Critical,448229,2025-02-10,Flow Monitoring,43.612001,-116.22
PIPE-0616,Sewer,Jefferson St,Downtown,Vitrified Clay,42,833,5.1,1939,87,9,3,0.78,83.1,Critical,158292,2024-10-10,CCTV,43.614805,-116.216129
PIPE-0617,Sewer,Maple Grove Rd,Southwest,Vitrified Clay,30,2017,14.7,1956,70,23,3,0.6,60.1,High,633998,2025-03-25,Flow Monitoring,43.566257,-116.273444
PIPE-0618,Water,Fairview Ave,Downtown,Asbestos Cement,4,956,4.0,1965,61,41,4,0.78,,Medium,152378,2024-05-18,Ultrasonic,43.61385,-116.180432
PIPE-0619,Water,Overland Rd,Southeast,Cast Iron,24,1907,4.1,1961,65,10,4,0.55,,Medium,231348,2023-12-07,Visual,43.589881,-116.2
PIPE-0620,Sewer,Five Mile Rd,Southwest,Concrete,15,237,15.1,1984,42,56,1,0.6,67.8,Low,32318,2024-01-08,Flow Monitoring,43.6,-116.295854
PIPE-0621,Stormwater,I-184 Corridor,Downtown,Concrete,30,1813,10.3,1972,54,60,0,0.78,100.0,Low,517059,2023-12-21,Dye Test,43.606409,-116.186854
PIPE-0622,Water,Idaho St,Downtown,Cast Iron,4,851,5.0,1927,99,5,4,0.78,,Low,186506,2023-10-08,Ultrasonic,43.61239,-116.188779
PIPE-0623,Water,Idaho St,Downtown,Cast Iron,36,1225,3.3,1928,98,5,9,0.78,,Medium,693958,2022-10-20,Visual,43.611687,-116.175
PIPE-0624,Water,Fort St,North End,Cast Iron,24,1992,6.0,1941,85,5,8,0.72,,Critical,279648,2025-02-18,Acoustic Leak Detection,43.639073,-116.22696
PIPE-0625,Water,Broadway Ave,Southeast,Ductile Iron,36,2438,5.7,1981,45,64,2,0.55,,High,550743,2022-10-15,Visual,43.595,-116.188956
PIPE-0626,Sewer,Idaho St,Downtown,Vitrified Clay,21,1740,15.3,1953,73,7,3,0.78,79.7,Medium,698772,2024-07-06,Flow Monitoring,43.616244,-116.196468
PIPE-0627,Sewer,Cole Rd,West Boise,Ductile Iron,8,846,22.1,2007,19,77,0,0.5,58.0,Medium,91317,2024-06-12,CCTV,43.655,-116.258551
PIPE-0628,Sewer,Front St,Downtown,Concrete,21,1268,9.1,1946,80,42,1,0.78,96.1,Low,748701,2022-10-05,CCTV,43.604203,-116.175
PIPE-0629,Water,Vista Ave,Southeast,Asbestos Cement,20,530,3.5,1959,67,18,4,0.55,,Medium,92544,2024-08-23,Acoustic Leak Detection,43.595,-116.2
PIPE-0630,Stormwater,Bannock St,Downtown,Concrete,24,2388,8.8,1926,100,34,1,0.78,88.1,High,627627,2025-04-05,Flow Monitoring,43.613649,-116.209649
PIPE-0631,Water,Vista Ave,Southeast,Ductile Iron,16,1988,3.4,1967,59,55,3,0.55,,Low,663711,2024-07-09,Acoustic Leak Detection,43.595,-116.2
PIPE-0632,Water,Idaho St,Downtown,Cast Iron,8,1996,4.4,1928,98,5,8,0.78,,High,427972,2022-11-15,Visual,43.612084,-116.22
PIPE-0633,Water,Cole Rd,Southwest,PVC,10,2016,6.1,1977,49,95,1,0.6,,Low,288490,2023-03-13,Pressure Test,43.589051,-116.253351
PIPE-0634,Stormwater,Jefferson St,Downtown,Concrete,18,2333,12.8,1938,88,43,2,0.78,84.7,High,505116,2023-02-15,CCTV,43.614383,-116.181647
PIPE-0635,Water,Warm Springs Ave,East Bench,Cast Iron,36,1773,3.2,1942,84,5,11,0.45,,High,558980,2022-12-08,Acoustic Leak Detection,43.606802,-116.127792
PIPE-0636,Sewer,Eagle Rd,West Boise,PVC,6,2418,20.1,2004,22,85,0,0.5,33.5,Low,795735,2023-06-28,Flow Monitoring,43.64604,-116.351377
PIPE-0637,Stormwater,Bannock St,Downtown,Concrete,60,1789,9.4,1931,95,36,0,0.78,75.7,High,477632,2024-08-02,Visual,43.615715,-116.175
PIPE-0638,Sewer,Main St,Downtown,Concrete,42,1323,11.8,1942,84,50,4,0.78,96.5,High,914212,2025-03-23,Manhole Inspection,43.612513,-116.22
PIPE-0639,Sewer,Amity Rd,Southwest,PVC,15,932,5.7,2005,21,96,0,0.6,36.3,Low,267627,2022-10-30,Manhole Inspection,43.552663,-116.313619
PIPE-0640,Stormwater,Myrtle St,Downtown,Corrugated Metal,18,1256,10.6,1953,73,22,7,0.78,84.8,Low,121152,2023-06-15,Flow Monitoring,43.608596,-116.217908
PIPE-0641,Stormwater,Front St,Downtown,Corrugated Metal,24,449,13.1,1960,66,18,8,0.78,97.2,Medium,63868,2025-04-15,CCTV,43.60871,-116.175
PIPE-0642,Water,Bogus Basin Rd,North End,Cast Iron,16,1721,3.3,1938,88,5,5,0.72,,Medium,470085,2024-04-09,Acoustic Leak Detection,43.678166,-116.187759
PIPE-0643,Sewer,Broadway Ave,Downtown,Ductile Iron,6,1391,17.2,1978,48,47,1,0.78,36.3,High,345919,2025-09-27,Smoke Test,43.626,-116.185529
PIPE-0644,Sewer,Overland Rd,Southeast,Concrete,8,1119,19.7,1960,66,82,0,0.55,100.0,Medium,412875,2024-02-22,Manhole Inspection,43.588392,-116.155175
PIPE-0645,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,12,1400,3.3,2019,7,94,0,0.5,46.6,High,203471,2025-06-22,Flow Monitoring,43.618466,-116.308705
PIPE-0646,Sewer,Victory Rd,Southwest,PVC,8,1683,13.4,1987,39,80,0,0.6,70.5,Medium,466596,2025-02-23,Manhole Inspection,43.57092,-116.271583
PIPE-0647,Sewer,Federal Way,East Bench,PVC,18,683,16.5,1976,50,69,0,0.45,54.9,Medium,363126,2022-10-24,Flow Monitoring,43.594489,-116.164318
PIPE-0648,Sewer,8th St,Downtown,Vitrified Clay,6,1967,15.3,1933,93,7,3,0.78,75.8,Medium,243523,2024-01-13,Manhole Inspection,43.6,-116.198998
PIPE-0649,Water,Fairview Ave,West Boise,Ductile Iron,4,502,4.8,1991,35,63,0,0.5,,Low,60321,2023-01-24,Acoustic Leak Detection,43.617432,-116.306603
PIPE-0650,Water,Fairview Ave,Downtown,Cast Iron,36,1715,4.3,1925,101,5,8,0.78,,High,851641,2022-12-23,Ultrasonic,43.617043,-116.203718
PIPE-0651,Water,Federal Way,East Bench,Asbestos Cement,20,1504,3.2,1975,51,49,4,0.45,,High,365989,2024-12-28,Acoustic Leak Detection,43.598544,-116.121719
PIPE-0652,Stormwater,Milwaukee St,Southeast,Corrugated Metal,48,1997,10.3,1972,54,26,9,0.55,65.2,High,324971,2024-12-22,CCTV,43.542891,-116.2
PIPE-0653,Water,Ustick Rd,West Boise,Ductile Iron,30,2403,6.3,1987,39,62,1,0.5,,High,866739,2025-04-22,Acoustic Leak Detection,43.634794,-116.339467
PIPE-0654,Stormwater,Amity Rd,Southwest,PVC,48,1277,14.6,2012,14,82,0,0.6,25.8,High,196892,2023-05-19,CCTV,43.550521,-116.304055
PIPE-0655,Water,Cole Rd,West Boise,Ductile Iron,4,1975,5.1,2005,21,63,0,0.5,,Medium,373811,2024-09-08,Visual,43.6,-116.254769
PIPE-0656,Sewer,Eastman St,North End,Concrete,10,2184,9.0,1955,71,58,2,0.72,75.3,Medium,820729,2024-10-01,Smoke Test,43.642883,-116.184315
PIPE-0657,Water,Front St,Downtown,Cast Iron,12,1757,4.4,1951,75,5,4,0.78,,Medium,539375,2023-12-02,Ultrasonic,43.606786,-116.22
PIPE-0658,Water,Federal Way,East Bench,Asbestos Cement,10,660,6.1,1961,65,30,3,0.45,,Medium,120800,2023-09-09,Visual,43.599778,-116.126255
PIPE-0659,Stormwater,Ustick Rd,West Boise,PVC,72,1887,13.2,2016,10,88,0,0.5,40.1,Medium,994626,2023-07-16,Dye Test,43.634123,-116.337683
PIPE-0660,Stormwater,Broadway Ave,Southeast,Concrete,30,2188,7.9,1958,68,53,3,0.55,42.1,Medium,602485,2024-01-27,Visual,43.586255,-116.188961
PIPE-0661,Sewer,Ustick Rd,West Boise,PVC,6,286,23.2,2019,7,85,0,0.5,48.8,High,72105,2022-12-01,Flow Monitoring,43.634814,-116.33278
PIPE-0662,Water,Cole Rd,West Boise,Ductile Iron,12,861,3.9,1999,27,66,0,0.5,,Medium,73535,2025-01-15,Pressure Test,43.655,-116.257011
PIPE-0663,Stormwater,Gowen Rd,Southeast,PVC,24,1212,7.8,1986,40,77,0,0.55,47.6,Low,122866,2023-08-05,CCTV,43.540203,-116.138007
PIPE-0664,Water,Main St,Downtown,Cast Iron,36,821,4.6,1959,67,10,5,0.78,,Critical,275068,2023-04-12,Ultrasonic,43.612573,-116.192944
PIPE-0665,Sewer,Federal Way,East Bench,Ductile Iron,8,1110,23.2,1982,44,63,0,0.45,52.8,Medium,291881,2025-04-25,Flow Monitoring,43.599801,-116.15312
PIPE-0666,Pressurized Irrigation,Fairview Ave,West Boise,PVC PR-SDR,4,1827,2.9,2011,15,93,0,0.5,73.0,Low,87261,2024-07-09,Pressure Test,43.617627,-116.299233
PIPE-0667,Water,Fairview Ave,Downtown,Cast Iron,36,2139,6.0,1950,76,5,9,0.78,,High,1029914,2025-11-21,Pressure Test,43.61614,-116.175
PIPE-0668,Water,Ten Mile Rd,West Boise,PVC,30,2201,5.6,1998,28,84,0,0.5,,Medium,1056981,2023-10-25,Visual,43.618647,-116.317122
PIPE-0669,Water,Main St,Downtown,Cast Iron,30,697,6.9,1935,91,5,9,0.78,,High,318634,2024-04-04,Acoustic Leak Detection,43.612997,-116.204992
PIPE-0670,Water,Eisenman Rd,Southeast,HDPE,12,2340,5.3,2003,23,99,0,0.55,,Medium,694417,2024-09-27,Pressure Test,43.54,-116.167663
PIPE-0671,Sewer,Franklin Rd,West Boise,PVC,10,2347,8.6,1993,33,77,0,0.5,14.9,Medium,839640,2025-05-23,CCTV,43.60829,-116.29209
